gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000000001,Gnai3,28741.86,24954.7,25293.01,20489,15146,33993.77,42082.52,31818.08,19734.9,25622.93
ENSMUSG00000000003,Pbsn,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000028,Cdc45,483,251,457,221,355,190,255,197,199,386
ENSMUSG00000000037,Scml2,355,312,392,188,221,291,335,292,222,353
ENSMUSG00000000049,Apoh,0,1,1,0,2,0,0,0,3,0
ENSMUSG00000000056,Narf,5734,4215,5478,3802.68,3599,4897.13,5944,4767.83,2991,4800.51
ENSMUSG00000000058,Cav2,9329,8866.37,13097,8690,5498,9202.99,14658.09,11642.01,8504.71,9217
ENSMUSG00000000078,Klf6,15520,14817.34,18853.34,10262,11346.39,22431,22496,17010.58,11607,12788.84
ENSMUSG00000000085,Scmh1,1234.01,1259.76,1533,1607,1389.94,1082,1270,1056,1089.99,1465
ENSMUSG00000000088,Cox5a,4977,4422,4588.43,4103,3436,4948,6371,5084,3422,4565
ENSMUSG00000000093,Tbx2,384,512,254,1156,1131.78,215,978.99,440,1534,1497
ENSMUSG00000000094,Tbx4,153,197,219.01,485,402,63,294,118,362,471
ENSMUSG00000000103,Zfy2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000120,Ngfr,392,507,243.42,742,315.96,439,705,669,444.99,376.71
ENSMUSG00000000125,Wnt3,399,377,756,751,1717,465,631,685,541,2076
ENSMUSG00000000126,Wnt9a,601,638,1562,1213.01,1292,388,795,632,817,951
ENSMUSG00000000127,Fer,2399,2097,2185.08,2568,2624,2103,2337,1771,2668,3679
ENSMUSG00000000131,Xpo6,4637.73,4933,6091,4762,6696,5475.63,6040.02,4346.86,3873.96,5678
ENSMUSG00000000134,Tfe3,3472,3690,4164.01,2912,2810,3947,4036.22,3082.03,1996.96,3000.59
ENSMUSG00000000142,Axin2,970.2,991.12,1270,1271.65,1578.38,828,1055,977,1154,2080.02
ENSMUSG00000000148,Brat1,969.98,775,955,824,776,609,796,493,644,988
ENSMUSG00000000149,Gna12,4035,4003.94,5220,3962.99,4826.29,4419.71,5132,3523.03,3465,5701
ENSMUSG00000000154,Slc22a18,359,376,386,336,384,355,438,322,310,449
ENSMUSG00000000157,Itgb2l,1,1,4,0,0,3,0,0,0,15
ENSMUSG00000000159,Igsf5,7,1,0,2,1,0,3,0,0,1
ENSMUSG00000000167,Pih1d2,53,33,46,47,16,32,59,38,45,29
ENSMUSG00000000168,Dlat,2546,2109,2946.92,1813,1900.01,2167,2634,1905,1509,2432
ENSMUSG00000000171,Sdhd,3362.87,2289,2880.05,2423,1879,2244,3836,2909,2444,2853
ENSMUSG00000000182,Fgf23,0,2,0,0,1,0,2,3,0,0
ENSMUSG00000000183,Fgf6,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000000184,Ccnd2,20515.99,14660.06,21256.74,23332,23371.58,17277.96,21909.29,16838.94,15859.62,32702.6
ENSMUSG00000000194,Gpr107,6794.23,6424,6743.25,5180.64,4772.4,6437,8226.6,5548,4088.67,6125.37
ENSMUSG00000000197,Nalcn,20,13,14,23,7,16,25,23.83,6,17
ENSMUSG00000000202,Btbd17,0,1,1,4,0,2,0,0,1,0
ENSMUSG00000000204,Slfn4,49.44,56.98,497,43.58,35,301.92,161,118.24,77.97,68.49
ENSMUSG00000000214,Th,5,1,0,0,0,1,2,0,0,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,391,332,441,219,392,620,406,303,155,561
ENSMUSG00000000223,Drp2,118,133,125,197,177,51,212.03,128,137,169
ENSMUSG00000000244,Tspan32,6,3,21,12,17,2,13,5,7,18
ENSMUSG00000000247,Lhx2,104,66,90,107,171,39,102,44,139.01,116
ENSMUSG00000000248,Clec2g,2327,1823.87,1829.99,1860,1330,2558.98,2632,1404.98,2063.98,1949.98
ENSMUSG00000000253,Gmpr,208,71,196,94,165,89,153,89,171,284
ENSMUSG00000000263,Glra1,0,0,0,1,7,0,0,0,2,3
ENSMUSG00000000266,Mid2,6476,6916,6986,6106,6296,9115,8594,6943.97,5136,7925
ENSMUSG00000000275,Trim25,5309,4595.09,3792.23,2395.03,2495.07,3896,7155.72,4316.95,2381.77,3644.18
ENSMUSG00000000276,Dgke,1114,1132.17,1113.95,660.01,903.86,1091.15,1324,954,742,1078.51
ENSMUSG00000000278,Scpep1,5526.39,5127,4230,5212,4181.95,6954,9323,5803,4211,4786
ENSMUSG00000000282,Mnt,4805.92,5057,5809.07,2466.19,3025.02,6554.07,6520.68,5157.04,2496.11,3354
ENSMUSG00000000290,Itgb2,300,149,1517,330,264,152,339,233,204,345
ENSMUSG00000000295,Hddc2,1030,866.98,913,803,747,934,1443,1101,939,1476
ENSMUSG00000000296,Tpd52l1,185,214,280,224,402,215,234,179,235,678
ENSMUSG00000000301,Pemt,143,79,91,74,83,96,142,67,71,98
ENSMUSG00000000303,Cdh1,40062.76,35313.07,46808.65,23831.91,24667,45884.15,44083.19,37816.05,18067.02,33231.39
ENSMUSG00000000305,Cdh4,108,130,128,323,771,147,219,133,294,499
ENSMUSG00000000308,Ckmt1,14593.12,11865,12205.77,8161,7106.99,12839.95,14548.01,12498.93,7229.04,8917.9
ENSMUSG00000000317,Bcl6b,146,103,132,314,335,42,159,80,353,420
ENSMUSG00000000318,Clec10a,9.58,5,14.61,14,13.79,0,6,11,26.14,23.08
ENSMUSG00000000320,Alox12,2991.99,2335,2004,1379,966,3599,3140,2515,1192,1298
ENSMUSG00000000326,Comt,5275.71,4689,5112.07,3011,2939,5061.94,7031,4278,2466.6,3646
ENSMUSG00000000339,Rtca,903,912,1132,668,686,907,1320,888,662,984
ENSMUSG00000000340,Dbt,1031.39,900.63,1259.14,507.07,586,965.84,1300.66,831,497,912
ENSMUSG00000000346,Dazap2,14531.73,13793.49,16657.84,10158.45,9366.63,17708.93,23825.52,15383.59,9259.52,13400.98
ENSMUSG00000000355,Mcts1,1035,856,889,852,676,1036,1327,1092,792,990
ENSMUSG00000000359,Rem1,41,37,32,57,57,15,101,64,130.54,90
ENSMUSG00000000365,Rnf17,34,23,28,35,22,24,43,14,36,51
ENSMUSG00000000374,Trappc10,7204.04,7586.78,9006.19,3843,4461,7906.99,8150.14,5740.05,3622.03,5948.99
ENSMUSG00000000378,Ccm2,756,511,786,771,600.01,465,596,454,575,787
ENSMUSG00000000381,Wap,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000384,Tbrg4,2131,2045,2435,1422,1756,2119,2419,1901.99,1101,1975
ENSMUSG00000000385,Tmprss2,21,4,26,45,62,91,32,2,71,70
ENSMUSG00000000386,Mx1,28,10,15,22,10.38,0,15,6,10,6
ENSMUSG00000000392,Fap,422,324,644,986,742,164,844,445,1227,1399
ENSMUSG00000000394,Gcg,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000000399,Ndufa9,4086,3354,3372,2653,2240.88,3273.06,5081,3832,2651,3572
ENSMUSG00000000402,Egfl6,96,88,51,19,16,116,155,85,29,94
ENSMUSG00000000409,Lck,46,19,21,27,20,24,56,30,13,65
ENSMUSG00000000411,Tssk3,2,0,2,2,0,0,5,0,1,1
ENSMUSG00000000416,Cttnbp2,3348.66,3880.81,4027.92,812,2101.21,4941.39,3276,3462.25,1538,2152.58
ENSMUSG00000000420,Galnt1,8021,6466,8902,6906,7397,6342,8080.23,5904,6334,9316
ENSMUSG00000000435,Myf5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000439,Mkrn2,2299,2165,2276,1661,1782,2593,2977.02,2233,1537,2395.19
ENSMUSG00000000440,Pparg,18,8,19,21,18,10,13,13,25,23
ENSMUSG00000000441,Raf1,5892.98,5822,6516.09,5475,5173,6894.52,7765.7,6198.96,4704,6367.76
ENSMUSG00000000486,Sept1,71,85,77,54,75,68,122,63,79,105
ENSMUSG00000000489,Pdgfb,1642.99,1754,1975,2420,1804.11,1220,2522,1785,1770,1587.67
ENSMUSG00000000530,Acvrl1,491,461,764.09,788,965,313,766.98,393,783,1047.88
ENSMUSG00000000531,Grasp,151,159,172,281,306,112,228,115,276,304
ENSMUSG00000000532,Acvr1b,8731.02,7708,8043.94,5099.99,4650.89,6252,7523.02,5802.58,3454.99,5609.04
ENSMUSG00000000538,Tom1l2,12297.41,12841.29,12208,8116.99,8634,14870.02,16281.87,11333.05,7373,9318.42
ENSMUSG00000000544,Gpa33,973.96,671,914,778.03,820,347,856,618,512.02,1048
ENSMUSG00000000552,Zfp385a,13015.61,15563.45,15086.1,7406.86,8178.76,18277.1,14374.39,9756.87,5848.01,9054.33
ENSMUSG00000000555,Itga5,2532.18,2184.07,5049.33,3074.02,3547,1298.31,2675.18,1416,2593.87,3144
ENSMUSG00000000560,Gabra2,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000000561,Wdr77,2987.65,2585.99,2851.28,2556.82,2514.91,2621.28,3289.27,2623.47,2099.66,3467.74
ENSMUSG00000000562,Adora3,34,9,9,5,5,21,37,26,4,16.02
ENSMUSG00000000563,Atp5f1,11604.85,8500.17,9641.55,8117.1,6522.37,10809.31,13027.82,11310.96,8485.43,10272.36
ENSMUSG00000000567,Sox9,13285.36,16121.6,20967.71,19161.38,15197.16,14614.63,20010.48,14122,12835.96,18449
ENSMUSG00000000568,Hnrnpd,5501,5095,6329.15,3575,4030.98,4783,5661.04,4585,3013.03,5067.97
ENSMUSG00000000579,Dynlt1c,176.15,158.78,119.29,135.47,175.42,105.04,205.08,182.91,193.08,225.94
ENSMUSG00000000581,C1d,2468,1784,2106,1911,1462.31,1900,3424,2699,2068.99,2806
ENSMUSG00000000594,Gm2a,11418.25,17596.5,12330.89,21058.24,17395.88,19626.69,18157.1,13134.89,13163.98,14690.19
ENSMUSG00000000600,Krit1,1607,1381,1440,1770,1521.99,1215,1667,1278,2131,3144
ENSMUSG00000000605,Clcn4-2,5689,5191,6060.56,4820.91,4553.27,5181,8333,5575,4670.82,6124
ENSMUSG00000000606,Vmn2r88,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000617,Grm6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000627,Sema4f,138,175,288,367,292,83,136,78,256,472
ENSMUSG00000000628,Hk2,6901.99,7300,8488,5372,9365.35,8138,6127.52,3632.99,3912,7108.02
ENSMUSG00000000631,Myo18a,29430.28,29918.89,29075.63,19348.89,19547.05,26146.88,29517.53,20330.79,13211.26,18051.85
ENSMUSG00000000632,Sez6,0,0,4,0,0,0,0,4,2,0
ENSMUSG00000000673,Haao,57,36,37,19,26,15,35,22,20,46
ENSMUSG00000000682,Cd52,312,106,177,47,72,144,188,195,129,103
ENSMUSG00000000686,Abhd15,110,53,104,85,113,86,101,63,77,199
ENSMUSG00000000690,Hoxb6,35,16,40,22,34,3,27,25,21,29
ENSMUSG00000000693,Loxl3,327,296,327,1316,1422,195,536.43,295,1295,1389
ENSMUSG00000000701,Tcl1b5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000706,Btn1a1,2,4,0,10,20,3,2,2,9,10
ENSMUSG00000000708,Kat2b,2305.88,2481,2468,2233,1913.93,2664.94,3156.92,1977.97,1915.25,2698.89
ENSMUSG00000000711,Rab5b,9837.49,9321.31,9520.05,8055.21,6965.49,11544.13,13985.79,9871.35,6922.54,9029.31
ENSMUSG00000000724,Cryba1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000730,Dnmt3l,103,47,27,45,23,36,108,19,43,47
ENSMUSG00000000731,Aire,6,2,0,0,1,0,0,0,8,9
ENSMUSG00000000732,Icosl,1460.96,1415.02,1214,954.98,832,1091,1682,830.9,958,1121.01
ENSMUSG00000000738,Spg7,2014,1751,2069,1123,1367,1659,1851,1432,1125,1651
ENSMUSG00000000739,Sult5a1,18,34,31,26,21,24,57,30,22,48
ENSMUSG00000000740,Rpl13,59279.89,46283.48,55230.5,32641.36,24531.18,62330.62,79787.6,65678.56,30602.85,46979.44
ENSMUSG00000000743,Chmp1a,13289.02,12270.74,11926.78,9046.35,7385.75,15277.2,19522.32,14438.35,7676.87,10378.7
ENSMUSG00000000751,Rpa1,4521,4000,5281.66,3484,4580,4220,4417,3762,3147,6053
ENSMUSG00000000753,Serpinf1,2768,2380,2994,8333,8789.81,1141,4823.07,2255.01,7080,8714.98
ENSMUSG00000000759,Tubgcp3,2313,1854,2347,1599,1771,1784,2487.02,1890,2000.72,2830
ENSMUSG00000000766,Oprm1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000000776,Polr3d,1239,1129,1491,1243,1101,1056,1244,781,947,1306
ENSMUSG00000000782,Tcf7,2503,2154.84,4032.02,4155.01,5691.91,1425.91,2359,1548.86,3181.78,5937.16
ENSMUSG00000000787,Ddx3x,47181.67,44486.68,49975.96,47476.28,38066.7,57770.39,67882.89,45313.6,35401.03,59643.56
ENSMUSG00000000791,Il12rb1,7,23,15,24,30,20,19,27,30,26
ENSMUSG00000000792,Slc5a5,37,20,33,49,45,28,20,24,15,32
ENSMUSG00000000794,Kcnn3,149,175,220,174,249,119,148,146,137,389
ENSMUSG00000000804,Usp32,6140,6224,7141,5705,7613,7155,7275,5376,4875,7427
ENSMUSG00000000805,Car4,1,4,0,0,0,0,0,0,0,0
ENSMUSG00000000811,Txnrd3,2819,2716,3231,2362,2493,3254,3777,2923,1991.67,3129
ENSMUSG00000000817,Fasl,8,0,7,1,3,2,8,0,2,3
ENSMUSG00000000823,Znf512b,3918,3815,4683,3005.97,3425,3041,3516,2264.5,2235,3455
ENSMUSG00000000826,Dnajc5,9421.28,9806,10849,7111.55,7711,9531,11700.29,8318,5717,8194
ENSMUSG00000000827,Tpd52l2,5504,4484.37,5026,4203,3348,4561,6777.15,5264,3983,5416
ENSMUSG00000000838,Fmr1,4595.87,3893.78,5236.42,3173.06,3032.96,4147.37,5274.18,3540.6,3032.9,5136.55
ENSMUSG00000000861,Bcl11a,10793.39,9518.01,8096,9007,5119.11,8928.96,11491.07,8046.06,7075.68,7587
ENSMUSG00000000869,Il4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000876,Pxmp4,1466.99,964.34,1266,729,835.71,1357,1510,1074,743,1013
ENSMUSG00000000881,Dlg3,3358,3390,3060,2323,2223.05,4282,4128.56,2926,1791,2507
ENSMUSG00000000884,Gnb1l,504,447.2,466.21,451.24,400.14,487.83,705.97,547.24,368.21,373
ENSMUSG00000000889,Dbh,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000901,Mmp11,186,397.01,152,181,248,184,290,182,393,218
ENSMUSG00000000902,Smarcb1,4262.47,3700.18,4201.82,2929,3098,3693,4334,3336.02,2569,3864
ENSMUSG00000000903,Vpreb3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000915,Hip1r,14924.9,17320.96,13426.02,11758,10877,18703.68,18491.01,12751,8555.57,9428.96
ENSMUSG00000000916,Nsun5,639,474,636,475,546,466,563,382,399,700
ENSMUSG00000000934,Top1mt,886,932,1193,617,695,888,1011,648.02,452,808
ENSMUSG00000000938,Hoxa10,279,187,218,437.75,310,340,461,367,363,401
ENSMUSG00000000942,Hoxa4,57,54,52,18,26,54,54,46,32,19
ENSMUSG00000000957,Mmp14,10103,9248.97,15019.04,19576.6,22518.89,6582.92,14030.01,8612.24,12638,16783.98
ENSMUSG00000000958,Slc7a7,83,66,120,151,181,52,101,49,127,242.98
ENSMUSG00000000959,Oxa1l,2522,2302.02,2880,1593,1844,2251,2677,2063.99,1248,2130
ENSMUSG00000000976,Heatr6,1986.89,1678,1789.81,1514,1627.1,1889.15,1852,1402.94,1240,1834
ENSMUSG00000000982,Ccl3,39,46,461,11,10,63,54,99,8,3
ENSMUSG00000000983,Wfdc18,8797,5264.99,4042,8776,8390,4252,4807.04,5116,8563,7174
ENSMUSG00000001014,Icam4,2,3,1,1,4,3,2,10,2,0
ENSMUSG00000001016,Ilf2,3597.99,2633,3671.27,2386,2384.1,2751.99,3648.43,3091,2229,3416
ENSMUSG00000001017,Chtop,7102.75,5757.37,6616.48,5571.09,4948.27,6354.51,8946.79,6736.86,5089.82,7301.74
ENSMUSG00000001018,Snapin,2191.96,1940,2260.87,1644.32,1377,2515.34,2823,2188,1397,1824
ENSMUSG00000001020,S100a4,3874,2576,6332,4069,2352.25,1213,4691,2453,5486.97,5190.7
ENSMUSG00000001021,S100a3,1754,2083,1725,7523.76,19895.03,1859,1507.01,1640,3753,10975.23
ENSMUSG00000001023,S100a5,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000001025,S100a6,13224,11785.1,16601,14009.99,8322,8284,12964.99,9362.01,11919.06,13785.97
ENSMUSG00000001027,Scn4a,0,0,5,10,20,0,0,2,5,10
ENSMUSG00000001029,Icam2,52,35,63,156,155,27,61,43,166,262
ENSMUSG00000001034,Mapk7,1125,1067,1230,833,889,828.93,1051,682,697,917
ENSMUSG00000001036,Epn2,5772.79,6550.79,6191.01,5387.65,4421,7062.97,8457,6473.95,4645,6440.04
ENSMUSG00000001039,B9d1,326,279,338,263,178,283,400,332,272.99,430
ENSMUSG00000001052,Sec24b,5072.01,4851,5966.05,4288.91,4421,4568,4886.17,3848,2953,4590.28
ENSMUSG00000001053,N4bp3,1932,2016,2219,1771,1462,3612,2892,2665.97,1444.17,2039
ENSMUSG00000001054,Rmnd5b,2442,2203,2576,1553.02,1584.99,2672,3275,2157,1342.95,2141
ENSMUSG00000001056,Nhp2,7140,5163.03,5842.71,4277.03,3590.63,7193.55,9165.98,7731.16,4529,6142
ENSMUSG00000001062,Vps9d1,1784,1841,1808,1263,1465.98,1887,2001,1612,1170,1691.97
ENSMUSG00000001065,Zfp276,1172,935,1115,1136,1045.89,836,1040,848,873,1116
ENSMUSG00000001076,C1ql4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001082,Mfsd10,2109,1844,2887,1218.99,1816,1899,2164,1615,1105,2016
ENSMUSG00000001089,Luzp1,16116.59,15000.99,20577.77,13178.48,12769.96,13401.03,16790.16,12467.64,7728.97,13420.01
ENSMUSG00000001095,Slc13a2,1,2,1,3,10,2,2,0,2,5
ENSMUSG00000001098,Kctd10,7024.2,6199.96,6889,6312,5828,5783,9179,6197.99,4864.95,6664.35
ENSMUSG00000001100,Poldip2,5033,3991.94,4660,3052,3212,4598,5439,3872.02,3057.31,4193
ENSMUSG00000001103,Sebox,5,5,2,11,1,0,0,11,2,9
ENSMUSG00000001105,Ift20,3837.02,3130.57,3049.01,2466,1853,3887,4778,3657,2518.03,2800
ENSMUSG00000001119,Col6a1,16162.47,19803.6,23527.01,44830.49,48486.02,9135.4,32291.84,16449.03,35209.69,39875.34
ENSMUSG00000001120,Pcbp3,400,417,587,316,385,380,433,225,232,373
ENSMUSG00000001123,Lgals9,1768.39,1100,2085.32,1092,1151,1033,1706,1070,914,1248.06
ENSMUSG00000001127,Araf,3574,3142,3145,2622,2761,3582,4020,3063.95,2624,3346.02
ENSMUSG00000001128,Cfp,423.98,101,392,143,102,177,251,170,144,233
ENSMUSG00000001131,Timp1,670,196,1824.93,1363,1163,78,436,236,1405,1366
ENSMUSG00000001134,Uxt,658.95,562.74,633.25,412.55,298.88,556.17,899.6,612.75,444.55,602.27
ENSMUSG00000001138,Cnnm3,2174,2157,2298,1513,1550.95,2048,2529,1696,1070,1927
ENSMUSG00000001143,Lman2l,1037.76,874.15,941.24,910.05,1087.99,1071.12,846.05,716.23,809.9,1115
ENSMUSG00000001150,Mcm3ap,3523,3454,4051,2505.01,2733,3279,3932,2814,2133,3343
ENSMUSG00000001151,Pcnt,4797,4433,5382,2493,3091,3580,3945,3020,2278,3461.19
ENSMUSG00000001155,Ftcd,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000001156,Mxd1,9476.16,11042.54,9652,11182,5991,14774.65,14546,9575.03,6502.89,5881.11
ENSMUSG00000001157,Gmcl1,1442,1108,1305,2312,2697,1123,1527,1198,2050,3367
ENSMUSG00000001158,Snrnp27,1272,1092.29,1130,1060,911,1171,1674,1382,968,1258.11
ENSMUSG00000001166,Oas1c,318,242,252,105,83.26,361,492,300,116,138
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001173,Ocrl,2375,2209,2524,1926.84,1878,2393,2856,2311.94,1881,2478
ENSMUSG00000001175,Calm1,21240.85,17789,22514.89,18015.91,17480.18,15788,24452.63,17816,17016.6,22544.61
ENSMUSG00000001211,Agpat3,11583.36,10383.05,11388.48,4771,4455,11847.99,10859,7730.32,4185,6455.35
ENSMUSG00000001225,Slc26a3,7,0,2,1,1,1,0,0,4,9
ENSMUSG00000001227,Sema6b,139,124,339,192,288,81,177,91,263,388
ENSMUSG00000001228,Uhrf1,4851.56,3122.62,6017.21,1540.33,3117.38,1273.21,2447.29,1923.8,1429.21,3701.33
ENSMUSG00000001229,Dpp9,1746,1814,2128.29,1641,2083,1618.22,1802,1498.03,1479,2329
ENSMUSG00000001240,Ramp2,172.99,157.96,289.9,447.72,528.94,107.09,405.94,150.59,526.81,884.5
ENSMUSG00000001247,Lsr,3258.01,2546,2946.3,2369.59,2521,2995,3615.99,2664,1907,3467
ENSMUSG00000001248,Gramd1a,612.47,515,608,640.4,763,409,787,452,792,824
ENSMUSG00000001249,Hpn,18,17,25,12,21,9,20,5,28,23
ENSMUSG00000001260,Gabrg1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,Ckb,1688.6,1531.7,4563.5,3062.75,4090.48,1211.1,2767.57,2378.87,2229.29,3349.12
ENSMUSG00000001280,Sp1,15995.98,17557.92,18135.92,11487.13,13128,19790,22217.01,16786,10158.01,16005
ENSMUSG00000001281,Itgb7,146,91,163,99,94,98,123,81,70,104
ENSMUSG00000001285,Myg1,961.81,605.38,851.16,677.14,724.04,628.61,960.39,745.55,641.33,1074.24
ENSMUSG00000001288,Rarg,16240.61,17238.1,19880.94,13029.14,12721.96,18430.76,19115.37,15607.46,8648,13385
ENSMUSG00000001289,Pfdn5,4597.51,3452.68,4231.35,3878.22,2469.24,4907.24,7752.7,5649.62,4096.23,4287.75
ENSMUSG00000001300,Efnb2,4613.24,4242.19,4634.22,7124,7794.01,3773,5073.91,4073,6196.31,9110
ENSMUSG00000001305,Rrp15,664,690,827,603,572,676,889.01,602,487,692
ENSMUSG00000001313,Rnd2,337.84,332,507,258.99,213,368.04,448,296,244.93,299
ENSMUSG00000001323,Srr,686,587.39,741.09,502,508,522,694,475,420,674
ENSMUSG00000001333,Sync,12,21,40,27,12,6,21,6,24,26
ENSMUSG00000001334,Fndc5,8,2,4,76,75,2,10,0,55,66
ENSMUSG00000001348,Acp5,6799.24,5049.96,17310.28,6245,7875.97,4773.75,7152.03,8307,3949.99,7849
ENSMUSG00000001349,Cnn1,86,14,49,106,94,7,16,4,109,112
ENSMUSG00000001366,Fbxo9,1760,1320,1875,1165,1147,1522,1496,1126,1012,1585
ENSMUSG00000001376,Ccdc132,2852,2191,2491,1859,1770,2668,3100,2087,1761,2570.89
ENSMUSG00000001380,Hars,7866.82,6921.48,6686.96,4380.86,3738.92,9107.02,8609.16,6019.01,3824.5,5106.17
ENSMUSG00000001383,Zmat2,3973.98,3784.74,4060,2656,2644,4298,5260.15,4018,2520,3467.69
ENSMUSG00000001403,Ube2c,1674,721,1919,715,1003,467,471,819,447,1015
ENSMUSG00000001415,Smg5,4025.94,4062,3899,3403.93,4002.98,3398.45,4145.61,3316,2733.95,3874
ENSMUSG00000001416,Cct3,11117,8838.03,10548.71,8284.2,7635.28,10426,13413,9969.99,7645.8,11349
ENSMUSG00000001418,Glmp,3548.75,3028.93,3356.99,2751,2822,3040.02,3790,2737,2233,3268
ENSMUSG00000001419,Mef2d,6351.14,7045.91,8398.08,5452.42,7724.26,7617.11,7258.99,5249.15,4441.99,6238
ENSMUSG00000001420,Tmem79,8055,7616,7092.97,5710,5133,8220.02,8809.99,7044,3928.88,5425
ENSMUSG00000001424,Snd1,7890.96,7604,9017.98,5563,7446.01,7140,8027,6843.97,5813.43,8015
ENSMUSG00000001435,Col18a1,26775.06,25911.93,27642,30700.11,34178.99,16674.01,31253.15,23984.27,24304.97,34880.79
ENSMUSG00000001436,Slc19a1,1057,974,1265,575,716,1141,1255,913,554,1022
ENSMUSG00000001440,Kpnb1,22190.05,20263.67,25759.66,14951.02,17722.73,19504.27,19433.73,14747.46,11191.46,19711.7
ENSMUSG00000001441,Npepps,9995.11,8828.57,9445.04,6569.99,5764.01,8631,9509.02,6648.11,4755,7974.98
ENSMUSG00000001444,Tbx21,0,0,2,0,1,0,0,2,3,2
ENSMUSG00000001445,Mrpl10,2315.74,1977,2507,1780.75,1569,2447,2531,2210,1501,2199
ENSMUSG00000001467,Cyp51,6568.51,8132.92,6127.52,8198,5960.01,8165.64,11596.16,9618,4931,7282.79
ENSMUSG00000001472,Tcf25,14175.07,12859.11,13362.95,11221.96,11198,12331.49,15029.46,11333,9009,13110
ENSMUSG00000001473,Tubb6,3440.97,1605,6353.01,3830,5283,977,1740,1367,2780.98,4051.96
ENSMUSG00000001482,Def8,8174.9,8675.39,8985.99,4494.95,4327.72,11486.54,12545.99,8785.3,3909.78,5184.01
ENSMUSG00000001493,Meox1,74,69,114,258,252,34,126,84,297,324
ENSMUSG00000001494,Sost,4,4,1,22,2,0,16,4,55,34.01
ENSMUSG00000001496,Nkx2-1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001497,Pax9,132,147,120,222,290,143,178,107,328,492
ENSMUSG00000001504,Irx2,578,749,854,57,110,669,463,400,55,178
ENSMUSG00000001506,Col1a1,267455.88,269391.12,368349.22,763485.33,900199.64,87597.17,498423.8,162541.02,758811.62,637246.88
ENSMUSG00000001507,Itga3,8009,9237,12638,9733,11087.78,11733.87,12550.95,10459,8330.05,11597.97
ENSMUSG00000001508,Sgca,4,3,5,24,21,0,8,0,23,12
ENSMUSG00000001510,Dlx3,8411.45,9370.85,8735.37,16198.13,23914.15,12864.64,12147.99,10499.19,10546.3,17959.66
ENSMUSG00000001517,Foxm1,2640,1543.79,3451,1134,1600.31,809.53,973.99,1095.01,879,1776.99
ENSMUSG00000001518,Itfg2,919.78,866,1015,564.1,609.11,699.13,1318,635.14,657,888.01
ENSMUSG00000001520,Nrip2,8,18,14,7,13,8,17,13,23,21
ENSMUSG00000001521,Tulp3,1597,1546.96,1829,1516.07,1756,949,1782,1009.97,1511,2100
ENSMUSG00000001524,Gtf2h4,695,504,613,341,405,451.65,469.86,363,313,543.53
ENSMUSG00000001525,Tubb5,36910.38,21665.72,43178.88,21987.49,26151.45,15897.12,23687.04,24579.84,17951.19,33442.19
ENSMUSG00000001542,Ell2,8332.85,7681.32,6822.51,11749.14,10963.58,10321.88,8090.22,6990.78,9717.25,12315.61
ENSMUSG00000001552,Jup,232754.42,284083.32,244309.5,170661.11,170573.21,318048.53,332523.7,242305.51,134026.91,165729.56
ENSMUSG00000001555,Fkbp10,4097.09,2990,5053.13,6535.2,6965,1901,4788.97,1981,5401,6104.65
ENSMUSG00000001558,Klhl10,7,5,6,0,5,4,10,3,6,6
ENSMUSG00000001566,Mnx1,0,1,0,0,7,0,0,0,0,0
ENSMUSG00000001569,Nom1,3085,2855,3346,2126,2178.99,2702,3192,2297.23,1843,2896
ENSMUSG00000001576,Ergic1,3415,3169.58,3687,3122,3227,2142,3180,2171,2246,2819
ENSMUSG00000001583,Tnk1,940,964,847,220,234,827,1116,687,265,518
ENSMUSG00000001588,Acap1,97,47,62,39,25,68,114,57,51,34
ENSMUSG00000001604,Tcea3,54,17,59,42,34,37,54,36,29,131
